name;link;salary_min;salary_max;salary_currency
Python разработчик в команду In-App-Calls;https://spb.hh.ru/vacancy/47432052?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Продуктовый аналитик;https://spb.hh.ru/vacancy/50444146?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;1000.0;;USD
Python-разработчик в команду блочного хранения;https://spb.hh.ru/vacancy/50076596?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
"Преподаватель курса ""Программирование на Python""";https://spb.hh.ru/vacancy/50565638?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data Scientist;https://spb.hh.ru/vacancy/50108323?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;350000.0;руб.
Аналитик Python (senior);https://spb.hh.ru/vacancy/48877391?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик Python;https://spb.hh.ru/vacancy/50162742?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Программист Python (Middle/Senior);https://spb.hh.ru/vacancy/50233836?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;200000.0;280000.0;руб.
Python/Go-разработчик (команда PaaS (DinApp));https://spb.hh.ru/vacancy/49028553?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data Analyst;https://spb.hh.ru/vacancy/50614244?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
"Проверяющий преподаватель по курсу ""Python Basic""";https://spb.hh.ru/vacancy/48545343?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик Oracle BI;https://spb.hh.ru/vacancy/50746642?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;160000.0;250000.0;руб.
DevOps инженер/Стажер (удалённо);https://spb.hh.ru/vacancy/48209013?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Инженер по автоматизации тестирования (Java / Python);https://spb.hh.ru/vacancy/48603139?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python-разработчик в команду Compute;https://spb.hh.ru/vacancy/49284806?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Data Analyst;https://spb.hh.ru/vacancy/41124052?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data Scientist;https://spb.hh.ru/vacancy/50530304?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python разработчик;https://spb.hh.ru/vacancy/50606310?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;230000.0;;руб.
Разработчик Python;https://spb.hh.ru/vacancy/50662818?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Middle/Senior Python разработчик;https://spb.hh.ru/vacancy/47474397?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Junior DevOps/System Engineer;https://spb.hh.ru/vacancy/50376318?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Support Engineer;https://spb.hh.ru/vacancy/50734456?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик КХД / Data Engineer;https://spb.hh.ru/vacancy/48373393?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Junior Data Engineer;https://spb.hh.ru/vacancy/50612014?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data-analyst;https://spb.hh.ru/vacancy/48879754?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Back-end Developer;https://spb.hh.ru/vacancy/50328740?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;150000.0;250000.0;руб.
Product / Data Analyst (Junior);https://spb.hh.ru/vacancy/50650610?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;1000.0;USD
Data Analyst;https://spb.hh.ru/vacancy/50765259?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Product ML Architect;https://spb.hh.ru/vacancy/50244446?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;500000.0;;руб.
Python developer (Point-of-Sale Solutions);https://spb.hh.ru/vacancy/50513468?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Аналитик данных;https://spb.hh.ru/vacancy/42218111?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python developer (senior);https://spb.hh.ru/vacancy/49467676?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Backend developer (Middle, Senior);https://spb.hh.ru/vacancy/50435224?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;250000.0;;руб.
Разработчик в техгруппу поддержки Медиасервисов;https://spb.hh.ru/vacancy/50670674?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Research Scientist (Computer Vision);https://spb.hh.ru/vacancy/48916879?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Middle+ Python Developer;https://spb.hh.ru/vacancy/50757312?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python developer;https://spb.hh.ru/vacancy/49840873?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;1500.0;;USD
Data Analyst in Yellow Stone;https://spb.hh.ru/vacancy/50643588?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Junior Backend Test Engineer;https://spb.hh.ru/vacancy/49622254?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
DevOps Engineer;https://spb.hh.ru/vacancy/49891604?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;2000.0;;EUR
QA Automation Engineer;https://spb.hh.ru/vacancy/50518420?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;160000.0;;руб.
Data-analyst;https://spb.hh.ru/vacancy/50398480?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python разработчик (служебное ПО системы автопилотирования);https://spb.hh.ru/vacancy/50733651?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data Scientist;https://spb.hh.ru/vacancy/49989748?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python разработчик;https://spb.hh.ru/vacancy/49017151?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик Python в ML-проект (middle);https://spb.hh.ru/vacancy/50617259?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;100000.0;180000.0;руб.
Data Engineer;https://spb.hh.ru/vacancy/45845654?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data-analyst;https://spb.hh.ru/vacancy/50703428?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
DWH Developer (middle);https://spb.hh.ru/vacancy/50339342?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;1000.0;3000.0;USD
Backend Middle Python Developer;https://spb.hh.ru/vacancy/39266383?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
DevOps Engineer;https://spb.hh.ru/vacancy/49891603?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;2000.0;;EUR
Middle Python developer;https://spb.hh.ru/vacancy/50667247?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;80000.0;120000.0;руб.
Java developer;https://spb.hh.ru/vacancy/49752529?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;240000.0;;руб.
Бізнес-аналітик баз даних (SQL);https://spb.hh.ru/vacancy/49694546?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик Python;https://spb.hh.ru/vacancy/50656180?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Quant Developer / Квант-разработчик;https://spb.hh.ru/vacancy/50210426?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Rust Developer;https://spb.hh.ru/vacancy/49554810?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;3000.0;;USD
Middle .NetCore разработчик;https://spb.hh.ru/vacancy/50744637?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;230000.0;;руб.
Data Scientist (NLP, распознавание речи);https://spb.hh.ru/vacancy/45708106?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
QA инженер (удаленно);https://spb.hh.ru/vacancy/45887730?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;140000.0;;руб.
Senior Python Developer;https://spb.hh.ru/vacancy/50102876?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик Python;https://spb.hh.ru/vacancy/46692454?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Программист-математик/ алгоритмист (США);https://spb.hh.ru/vacancy/50493488?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;7000.0;USD
Data-analyst;https://spb.hh.ru/vacancy/50703247?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Full Stack Developer (remote);https://spb.hh.ru/vacancy/50193326?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Backend Developer (СберЗвук Бизнес);https://spb.hh.ru/vacancy/45306109?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data-analyst;https://spb.hh.ru/vacancy/50703452?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python developer;https://spb.hh.ru/vacancy/49066887?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python-разработчик;https://spb.hh.ru/vacancy/49518455?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик C/C++;https://spb.hh.ru/vacancy/50561034?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;220000.0;руб.
Инженер по автоматизации тестирования Python, Маркетплейс;https://spb.hh.ru/vacancy/50074335?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Ведущий ML-разработчик, Ozon Express;https://spb.hh.ru/vacancy/50707556?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data Engineer/ETL Developer;https://spb.hh.ru/vacancy/50609057?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;300000.0;;руб.
Senior Data Engineer;https://spb.hh.ru/vacancy/49031421?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик ETL;https://spb.hh.ru/vacancy/50062793?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Программист - Разработчик Python;https://spb.hh.ru/vacancy/50581586?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;160000.0;;руб.
Middle QA automation engineer/ инженер по тестированию;https://spb.hh.ru/vacancy/50754433?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;150000.0;;руб.
Ведущий ML-разработчик, Ozon Express;https://spb.hh.ru/vacancy/50707560?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Python Developer for KernelCare team [Remote];https://spb.hh.ru/vacancy/49574188?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Junior Data Engineer;https://spb.hh.ru/vacancy/49514879?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Team Lead;https://spb.hh.ru/vacancy/49162369?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик SAS;https://spb.hh.ru/vacancy/46627347?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Ведущий ML-разработчик, Ozon Express;https://spb.hh.ru/vacancy/50707555?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python-разработчик (aiohttp, asyncio);https://spb.hh.ru/vacancy/49441775?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;220000.0;руб.
Middle Python AQA Engineer;https://spb.hh.ru/vacancy/50363171?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
AI/ML Engineer;https://spb.hh.ru/vacancy/47754721?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик Python;https://spb.hh.ru/vacancy/49396088?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
DevOps engineer в Днепр;https://spb.hh.ru/vacancy/50693686?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
DevOps Engineer;https://spb.hh.ru/vacancy/49694787?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Преподаватель IT дисциплин (программирование, информатика, математика);https://spb.hh.ru/vacancy/47720004?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;55000.0;120000.0;руб.
Data Engineer;https://spb.hh.ru/vacancy/50644173?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;200000.0;;руб.
Cпециалист по анализу защищенности (AppSec);https://spb.hh.ru/vacancy/44201367?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Principal Engineer (Python, BE Architecture squad);https://spb.hh.ru/vacancy/50682141?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Middle Data Analyst (Remote);https://spb.hh.ru/vacancy/49445540?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;200000.0;;руб.
Python Developer (Extranet Team);https://spb.hh.ru/vacancy/49927660?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Product / Data Analyst (Junior);https://spb.hh.ru/vacancy/50650613?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;1000.0;USD
Python developer;https://spb.hh.ru/vacancy/44270356?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Golang Developer;https://spb.hh.ru/vacancy/48791173?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;200000.0;;руб.
Python разработчик;https://spb.hh.ru/vacancy/50575684?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Fullstack-разработчик (разработка на Python и архитектура);https://spb.hh.ru/vacancy/50136722?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;250000.0;руб.
Senior Python Backend Developer;https://spb.hh.ru/vacancy/47891571?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;250000.0;350000.0;руб.
Ведущий разработчик Python;https://spb.hh.ru/vacancy/50642627?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Automation QA Engineer;https://spb.hh.ru/vacancy/50310841?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;110000.0;;руб.
Senior Data Scientist;https://spb.hh.ru/vacancy/48136307?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Стажер/Big Data Engineer;https://spb.hh.ru/vacancy/50575186?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python разработчик в команду Облака;https://spb.hh.ru/vacancy/47992478?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data Engineer (Core Analyst);https://spb.hh.ru/vacancy/48884897?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;2000.0;5000.0;USD
QA Automation Python Engineer;https://spb.hh.ru/vacancy/50639489?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Ведущий ML-разработчик, Ozon Express;https://spb.hh.ru/vacancy/50707558?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python разработчик;https://spb.hh.ru/vacancy/50675350?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
BI analyst (удаленно);https://spb.hh.ru/vacancy/50379715?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data engineer;https://spb.hh.ru/vacancy/49889366?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Backend Software Engineer;https://spb.hh.ru/vacancy/50182317?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;2500.0;5000.0;USD
Программист C++;https://spb.hh.ru/vacancy/47986442?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик Python;https://spb.hh.ru/vacancy/47707039?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Python Developer (Американский инвестфонд);https://spb.hh.ru/vacancy/50673086?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Rust Developer;https://spb.hh.ru/vacancy/49052237?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;2000.0;;EUR
QA automation инженер в команду WebAPI;https://spb.hh.ru/vacancy/48790133?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Ведущий Data Engineer, Ozon Express;https://spb.hh.ru/vacancy/47284594?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Automation QA (Python);https://spb.hh.ru/vacancy/29323728?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Automation QA Engineer;https://spb.hh.ru/vacancy/50583065?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;3400.0;;EUR
Junior Data Engineer;https://spb.hh.ru/vacancy/50612015?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Go/Python developer (Tools DevOps team);https://spb.hh.ru/vacancy/48449650?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python developer (Cybersecurity);https://spb.hh.ru/vacancy/46660207?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
QA Automation Engineer;https://spb.hh.ru/vacancy/50527915?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;65000.0;грн.
Data Scientist/Аналитик;https://spb.hh.ru/vacancy/50612567?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Ведущий инженер по автоматизированному тестированию (frontend);https://spb.hh.ru/vacancy/47086837?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик Low-code;https://spb.hh.ru/vacancy/50465779?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
IOS разработчик;https://spb.hh.ru/vacancy/50304333?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;3500.0;;USD
Разработчик Low-code;https://spb.hh.ru/vacancy/50465767?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Младший аналитик в команду коммерческой аналитики;https://spb.hh.ru/vacancy/50607789?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Ведущий разработчик (PL/SQL, Java, ETL, ODI, Python);https://spb.hh.ru/vacancy/50405745?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
QA Automation Engineer;https://spb.hh.ru/vacancy/50242579?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;80000.0;140000.0;руб.
Python разработчик начинающий;https://spb.hh.ru/vacancy/50525923?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик Low-code;https://spb.hh.ru/vacancy/50465766?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Системний адміністратор Linux;https://spb.hh.ru/vacancy/50652915?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python/NodeJS Backend Developer;https://spb.hh.ru/vacancy/50644027?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;1500.0;4000.0;USD
Аналитик данных;https://spb.hh.ru/vacancy/50578035?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data Engineer;https://spb.hh.ru/vacancy/48500744?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Программист Python;https://spb.hh.ru/vacancy/49708260?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python/Go разработчик;https://spb.hh.ru/vacancy/50307341?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data science specialist;https://spb.hh.ru/vacancy/50424479?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Middle/Senior Python Developer for AlmaLinux [Remote];https://spb.hh.ru/vacancy/49145116?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Наставник онлайн курса Python-разработки для школьников;https://spb.hh.ru/vacancy/50068605?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Middle / Senior Python developer;https://spb.hh.ru/vacancy/50694575?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
QA инженер (backend);https://spb.hh.ru/vacancy/50764215?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Developer (middle+);https://spb.hh.ru/vacancy/48943860?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
QA Automation Python Engineer;https://spb.hh.ru/vacancy/50639487?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Аналитик (gamedev);https://spb.hh.ru/vacancy/50359018?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Преподаватель Программирования Python (Yandex лицей);https://spb.hh.ru/vacancy/44275861?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python разработчик;https://spb.hh.ru/vacancy/49869315?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик ETL (Streaming);https://spb.hh.ru/vacancy/47615995?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Computer Vision Engineer (Machine Learning);https://spb.hh.ru/vacancy/47889464?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Full Stack Developer (Python);https://spb.hh.ru/vacancy/50227463?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python developer;https://spb.hh.ru/vacancy/50426725?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Teamlead Machine Learning Engineer, Ozon Express;https://spb.hh.ru/vacancy/50706551?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Инженер по нагрузочному тестированию;https://spb.hh.ru/vacancy/50481510?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;180000.0;;руб.
Python Backend Developer;https://spb.hh.ru/vacancy/48486719?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Data Analyst / Ведущий аналитик;https://spb.hh.ru/vacancy/45011162?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Middle, Senior Python Developer;https://spb.hh.ru/vacancy/49846091?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;60000.0;;руб.
Fullstack Python Developer;https://spb.hh.ru/vacancy/47889783?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;3000.0;;USD
Программист Python;https://spb.hh.ru/vacancy/47182741?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;140000.0;;руб.
Инженер по тестированию / Middle / Senior QA-engineer;https://spb.hh.ru/vacancy/50325330?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;150000.0;180000.0;руб.
DevOps Engineer MedTech/HealthTech;https://spb.hh.ru/vacancy/50629662?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;5000.0;6500.0;USD
Инженер - программист PYTHON (Junior PYTHON);https://spb.hh.ru/vacancy/50051868?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;65000.0;;руб.
Senior Java Developer (Big Data);https://spb.hh.ru/vacancy/50564105?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Тестировщик ПО в трейдинговое подразделение банка;https://spb.hh.ru/vacancy/42805224?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;150000.0;руб.
Преподаватель программирования для детей (удаленно);https://spb.hh.ru/vacancy/50596546?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;30000.0;60000.0;руб.
Middle Developer (Python);https://spb.hh.ru/vacancy/50660803?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Machine Learning Developer (Java/Python);https://spb.hh.ru/vacancy/43770378?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;300000.0;;руб.
Gameplay Programmer;https://spb.hh.ru/vacancy/49844810?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
QA Automation Engineer (Python);https://spb.hh.ru/vacancy/50343356?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик Python;https://spb.hh.ru/vacancy/50573599?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python-разработчик;https://spb.hh.ru/vacancy/50629331?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Fullstack-разработчик Middle;https://spb.hh.ru/vacancy/50670334?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;100000.0;150000.0;руб.
QA Engineer (Тестировщик ПО);https://spb.hh.ru/vacancy/50142578?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Backend Developer;https://spb.hh.ru/vacancy/48486695?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
CV Engineer;https://spb.hh.ru/vacancy/50517634?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;180000.0;300000.0;руб.
Data scientist / Machine learning engineer (команда CoreML ВКонтакте);https://spb.hh.ru/vacancy/50605612?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
DevOps engineer;https://spb.hh.ru/vacancy/50665254?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
DevOps Engineer;https://spb.hh.ru/vacancy/50675249?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Automation QA Engineer (Python);https://spb.hh.ru/vacancy/50632130?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик Python;https://spb.hh.ru/vacancy/50495660?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;230000.0;;руб.
QA Automation Engineer;https://spb.hh.ru/vacancy/49920829?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;160000.0;280000.0;руб.
Lead QA Engineer (Python);https://spb.hh.ru/vacancy/49983690?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик Low-code;https://spb.hh.ru/vacancy/50465768?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Product / Data Analyst Middle;https://spb.hh.ru/vacancy/50148519?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Python Developer for KernelCare team [Remote];https://spb.hh.ru/vacancy/49574527?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
DevOps инженер (Kubernetes);https://spb.hh.ru/vacancy/50584440?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Middle Developer;https://spb.hh.ru/vacancy/50640732?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Backend Developer;https://spb.hh.ru/vacancy/48486498?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Python Developer for KernelCare team [Remote];https://spb.hh.ru/vacancy/49574301?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Middle QA Engineer / Тестировщик;https://spb.hh.ru/vacancy/48637692?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;170000.0;руб.
Python разработчик (удаленно);https://spb.hh.ru/vacancy/50529657?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior QA Automation Engineer (Python);https://spb.hh.ru/vacancy/48504330?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data Science Team Lead;https://spb.hh.ru/vacancy/50442368?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
