name;link;salary_min;salary_max;salary_currency
Python программист (Наставник онлайн-курса по Python);https://spb.hh.ru/vacancy/49748590?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;75000.0;руб.
Разработчик Python;https://spb.hh.ru/vacancy/47382585?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python-разработчик;https://spb.hh.ru/vacancy/50037632?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Программист Python;https://spb.hh.ru/vacancy/50738434?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data scientist;https://spb.hh.ru/vacancy/50514501?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Backend Developer / QA Automation;https://spb.hh.ru/vacancy/50749512?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;150000.0;;руб.
Middle Python Developer;https://spb.hh.ru/vacancy/50762884?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;100000.0;150000.0;руб.
Backend-разработчик Python;https://spb.hh.ru/vacancy/50621028?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Developer (Big Data);https://spb.hh.ru/vacancy/50051828?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Developer (Data Factory);https://spb.hh.ru/vacancy/50411479?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data Engineer;https://spb.hh.ru/vacancy/49776317?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;200000.0;;руб.
Backend python developer (CV);https://spb.hh.ru/vacancy/49218855?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Программист Python;https://spb.hh.ru/vacancy/48957722?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;115000.0;220000.0;руб.
Разработчик Python;https://spb.hh.ru/vacancy/50147696?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Middle Python Developer;https://spb.hh.ru/vacancy/46215117?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Программист Python (прикладная математика);https://spb.hh.ru/vacancy/48411370?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;30000.0;;руб.
Python/Django Developer;https://spb.hh.ru/vacancy/50724521?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Team Lead Python;https://spb.hh.ru/vacancy/46598477?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python разработчик в Яндекс.Вертикали|CM.Expert;https://spb.hh.ru/vacancy/48404432?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
QA Automation Engineer / Тестировщик (Python);https://spb.hh.ru/vacancy/50487448?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;150000.0;;руб.
Python research developer;https://spb.hh.ru/vacancy/50105699?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Инженер-программист;https://spb.hh.ru/vacancy/50766030?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик Python (мониторинг инфраструктуры);https://spb.hh.ru/vacancy/45277764?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Backend Developer (Middle/Remote) - Риски;https://spb.hh.ru/vacancy/50700748?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;200000.0;руб.
Data-аналитик;https://spb.hh.ru/vacancy/49974777?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python-разработчик в тестировании (SDET);https://spb.hh.ru/vacancy/47580544?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Старший Программист Python (Senior/Middle);https://spb.hh.ru/vacancy/50116746?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;2500.0;;USD
Ведущий разработчик ПО в области облачных технологий;https://spb.hh.ru/vacancy/40588538?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;250000.0;;руб.
AI Software Developer (Senior, Phyton);https://spb.hh.ru/vacancy/49645786?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;150000.0;350000.0;руб.
Младший операционный менеджер (со знанием Sql, Python);https://spb.hh.ru/vacancy/50718079?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;29000.0;38000.0;руб.
Middle Python developer (релокация в Сочи);https://spb.hh.ru/vacancy/45555166?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;150000.0;;руб.
Machine Learning Developer || Разработчик машинного обучения;https://spb.hh.ru/vacancy/50494393?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;120000.0;;руб.
Python разработчик (Django);https://spb.hh.ru/vacancy/49789781?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;200000.0;280000.0;руб.
Middle Python Developer;https://spb.hh.ru/vacancy/50682711?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Инженер AppSec / Devsecops;https://spb.hh.ru/vacancy/50697092?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;180000.0;;руб.
Программист C/C++ и Python, сетевые технологии;https://spb.hh.ru/vacancy/50720345?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Product/Data Analyst (Junior);https://spb.hh.ru/vacancy/50650607?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;1000.0;USD
Аналитик данных;https://spb.hh.ru/vacancy/49476559?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;80000.0;;руб.
Product/Data Analyst (Junior);https://spb.hh.ru/vacancy/50650606?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;1000.0;USD
Middle/Senior Data Scientist (Recommender Systems);https://spb.hh.ru/vacancy/50203219?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;220000.0;300000.0;руб.
Middle / Senior Python Developer;https://spb.hh.ru/vacancy/50537500?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Младший аналитик web-угроз Threat Intelligence;https://spb.hh.ru/vacancy/50753209?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python разработчик;https://spb.hh.ru/vacancy/50693374?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;150000.0;;руб.
Python разработчик;https://spb.hh.ru/vacancy/50666855?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;100000.0;140000.0;руб.
Senior Data Engineer / Python developer;https://spb.hh.ru/vacancy/49285780?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;200000.0;;руб.
Разработчик автотестов Python;https://spb.hh.ru/vacancy/50728606?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data/BI аналитик;https://spb.hh.ru/vacancy/49612639?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Junior DevOps Engineer;https://spb.hh.ru/vacancy/49693440?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;80000.0;;руб.
Data Scientist;https://spb.hh.ru/vacancy/49588659?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик BI, Ozon Travel;https://spb.hh.ru/vacancy/46913871?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Web-программист django_python;https://spb.hh.ru/vacancy/50763969?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Junior Python Developer;https://spb.hh.ru/vacancy/50331224?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python-разработчик;https://spb.hh.ru/vacancy/50096303?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик python (Middle/Senior);https://spb.hh.ru/vacancy/50397211?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Middle/Senior Python разработчик;https://spb.hh.ru/vacancy/50255745?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;100000.0;200000.0;руб.
Python developer (Middle);https://spb.hh.ru/vacancy/50016221?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data Engineer;https://spb.hh.ru/vacancy/47857511?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;200000.0;;руб.
Разработчик Python (Middle);https://spb.hh.ru/vacancy/43727963?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Junior С++ Developer, Windows (Client/Server);https://spb.hh.ru/vacancy/50200913?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data Engineer (DWH, Middle+);https://spb.hh.ru/vacancy/47048248?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;300000.0;руб.
Программист с знанием языка Python и C#;https://spb.hh.ru/vacancy/50189843?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Developer (Big Data);https://spb.hh.ru/vacancy/50051831?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data analyst / ML engineer (Аналитик данных);https://spb.hh.ru/vacancy/50705680?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
JuniorDevOps Engineer;https://spb.hh.ru/vacancy/50746941?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Backend Python разработчик;https://spb.hh.ru/vacancy/50713630?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Backend (Django) Developer;https://spb.hh.ru/vacancy/50710980?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;180000.0;240000.0;руб.
Python Developer (middle);https://spb.hh.ru/vacancy/49313842?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Middle/Senior backend разработчик Python (удаленно);https://spb.hh.ru/vacancy/50768533?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python разработчик (Django);https://spb.hh.ru/vacancy/50149076?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;150000.0;220000.0;руб.
Data Engineer (Middle);https://spb.hh.ru/vacancy/42493119?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;170000.0;350000.0;руб.
Младший операционный менеджер (со знанием Sql, Python);https://spb.hh.ru/vacancy/50718077?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;29000.0;38000.0;руб.
Full stack Python;https://spb.hh.ru/vacancy/50725887?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Developer;https://spb.hh.ru/vacancy/41794422?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Developer;https://spb.hh.ru/vacancy/49929598?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;3500.0;;USD
Тестировщик (QA Automation Middle);https://spb.hh.ru/vacancy/49903405?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;130000.0;150000.0;руб.
Python Developer/Data Engineer, Asset Management Solutions;https://spb.hh.ru/vacancy/50772230?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Junior DevOps Engineer (Intern/DevOps Lab);https://spb.hh.ru/vacancy/49383053?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
ML Engineer/ Data Scientist (WAF);https://spb.hh.ru/vacancy/48285387?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Programmer;https://spb.hh.ru/vacancy/50718373?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Developer (middle);https://spb.hh.ru/vacancy/49313840?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python developer;https://spb.hh.ru/vacancy/50736434?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Golang developer (удаленно);https://spb.hh.ru/vacancy/50406114?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;150000.0;220000.0;руб.
QA Automation Engineer (удаленно);https://spb.hh.ru/vacancy/49923596?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;160000.0;270000.0;руб.
Middle Python Developer;https://spb.hh.ru/vacancy/49578571?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Аналитик-разработчик;https://spb.hh.ru/vacancy/50749383?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Программист Python / C++;https://spb.hh.ru/vacancy/48277579?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Стажер Big Data Engineer;https://spb.hh.ru/vacancy/50643648?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Python developer;https://spb.hh.ru/vacancy/48320306?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Developer (Big Data);https://spb.hh.ru/vacancy/50051833?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Full Stack Python/JS разработчик;https://spb.hh.ru/vacancy/50173766?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;120000.0;;руб.
Fullstack разработчик python + React;https://spb.hh.ru/vacancy/50654822?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;110000.0;150000.0;руб.
Data Analyst Intern;https://spb.hh.ru/vacancy/50423837?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик Python (Senior);https://spb.hh.ru/vacancy/44811190?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Программист С++;https://spb.hh.ru/vacancy/50331913?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;120000.0;150000.0;руб.
Data engineer (python developer);https://spb.hh.ru/vacancy/48938859?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Преподаватель программирования для детей, Дистанционно (Python, Scratch, Unity);https://spb.hh.ru/vacancy/50530035?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;30000.0;70000.0;руб.
Python Developer (Middle);https://spb.hh.ru/vacancy/50769897?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Специалист по работе с OCR и Machine Learning моделями (Удаленно);https://spb.hh.ru/vacancy/50455715?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Аналитик;https://spb.hh.ru/vacancy/49314554?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;125000.0;;руб.
QA Automation/Python;https://spb.hh.ru/vacancy/50029164?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Developer;https://spb.hh.ru/vacancy/43910922?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Developer (middle);https://spb.hh.ru/vacancy/49313841?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python разработчик;https://spb.hh.ru/vacancy/50665289?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data analyst/data engineer;https://spb.hh.ru/vacancy/50154315?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Developer;https://spb.hh.ru/vacancy/49929604?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;3500.0;;USD
Data engineer в Data accelerator;https://spb.hh.ru/vacancy/50119541?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Middle/Senior Data Scientist/ML Engineer;https://spb.hh.ru/vacancy/50686205?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;200000.0;320000.0;руб.
Ведущий программист Python;https://spb.hh.ru/vacancy/50716040?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;100000.0;руб.
Data Engineer;https://spb.hh.ru/vacancy/50689172?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Machine Learning Engineer;https://spb.hh.ru/vacancy/48590569?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;200000.0;390000.0;руб.
Python Developer (New game product);https://spb.hh.ru/vacancy/49866238?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Middle Python Developer (Big Data);https://spb.hh.ru/vacancy/50563926?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
QA инженер / Тестировщик;https://spb.hh.ru/vacancy/45432651?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;100000.0;;руб.
Middle аналитик данных / Продуктовый аналитик (IT продукт);https://spb.hh.ru/vacancy/50187638?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;150000.0;180000.0;руб.
Ведущий инженер-программист/Lead System Architect;https://spb.hh.ru/vacancy/50533489?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;120000.0;200000.0;руб.
Data Analyst;https://spb.hh.ru/vacancy/50643636?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python-разработчик;https://spb.hh.ru/vacancy/50611435?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;200000.0;280000.0;руб.
Machine Learning Engineer (отдел Перформанса);https://spb.hh.ru/vacancy/50038292?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Python Developer;https://spb.hh.ru/vacancy/50767470?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
DeFi Data Engineer (Python);https://spb.hh.ru/vacancy/50378964?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Web-разработчик;https://spb.hh.ru/vacancy/50423173?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;140000.0;;руб.
ML, NLP инженер;https://spb.hh.ru/vacancy/45718859?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python developer;https://spb.hh.ru/vacancy/50765551?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Reverse Engineer / программист assembler, C;https://spb.hh.ru/vacancy/50312312?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;150000.0;250000.0;руб.
Разработчик C++ в команду видео-инфраструктуры (backend);https://spb.hh.ru/vacancy/50234487?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;150000.0;;руб.
Разработчик Python в Яндекс.Q;https://spb.hh.ru/vacancy/50625789?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Middle ETL Разработчик;https://spb.hh.ru/vacancy/50767595?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;100000.0;120000.0;руб.
Middle Data Scientist (ML Researcher / Computer Vision Engineer);https://spb.hh.ru/vacancy/50034957?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python developer;https://spb.hh.ru/vacancy/50685021?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data Science NLP Specialist;https://spb.hh.ru/vacancy/50460173?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Middle/Senior QA Automation Engineer (Python);https://spb.hh.ru/vacancy/47174810?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;250000.0;;руб.
Data Scientist/Аналитик;https://spb.hh.ru/vacancy/49537919?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data Scientist (Computer Vision) Middle;https://spb.hh.ru/vacancy/47765653?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;180000.0;300000.0;руб.
Программист-разработчик;https://spb.hh.ru/vacancy/50330302?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;50000.0;80000.0;руб.
Machine Learning Engineer;https://spb.hh.ru/vacancy/50038321?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data Engineer;https://spb.hh.ru/vacancy/48501169?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Ментор по Java/Python;https://spb.hh.ru/vacancy/50300548?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Инженер-Тестировщик программного обеспечения;https://spb.hh.ru/vacancy/49516158?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;180000.0;руб.
Python developer;https://spb.hh.ru/vacancy/50016219?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data Engineer;https://spb.hh.ru/vacancy/47456008?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Системный программист / разработчик;https://spb.hh.ru/vacancy/50670738?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;120000.0;200000.0;руб.
Разработчик Python;https://spb.hh.ru/vacancy/48858694?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик Python;https://spb.hh.ru/vacancy/48745437?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data / ML Engineer;https://spb.hh.ru/vacancy/45498560?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Middle/Senior QA Automation Engineer (Python);https://spb.hh.ru/vacancy/43394113?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;250000.0;;руб.
Главный Data scientist (Senior);https://spb.hh.ru/vacancy/50727454?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Developer;https://spb.hh.ru/vacancy/49929605?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;3500.0;;USD
Senior Python developer;https://spb.hh.ru/vacancy/50202740?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;1500.0;2300.0;EUR
Разработчик Python (middle+);https://spb.hh.ru/vacancy/48365081?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data engineer (python developer);https://spb.hh.ru/vacancy/50126077?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data Аналитик;https://spb.hh.ru/vacancy/50431414?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Программист Python3 (Remote);https://spb.hh.ru/vacancy/48708812?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Middle/Senior Data Scientist;https://spb.hh.ru/vacancy/50467275?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;200000.0;;руб.
Senior DevOps Engineer;https://spb.hh.ru/vacancy/50011146?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;3000.0;5000.0;USD
Стажер (Мониторинг и анализ данных ИТ-инфраструктуры);https://spb.hh.ru/vacancy/50660367?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Аналитик Python / SQL (Дирекция рисков);https://spb.hh.ru/vacancy/50755076?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior/Lead QA Automation Engineer;https://spb.hh.ru/vacancy/44922362?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;250000.0;350000.0;руб.
Machine Learning Engineer, Ozon Express;https://spb.hh.ru/vacancy/50705499?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior/ Middle Python Developer;https://spb.hh.ru/vacancy/48878686?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Старший программист Python;https://spb.hh.ru/vacancy/50742002?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior ML/DL Researcher;https://spb.hh.ru/vacancy/50662416?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;180000.0;;руб.
Python Developer (AI Projects);https://spb.hh.ru/vacancy/50357795?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Python Developer;https://spb.hh.ru/vacancy/42615019?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Quantitative Analyst / Data scientist;https://spb.hh.ru/vacancy/50536073?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;4000.0;;EUR
JS/Python разработчик;https://spb.hh.ru/vacancy/50675251?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Rust Developer;https://spb.hh.ru/vacancy/49554808?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;3000.0;;USD
Инженер (Python);https://spb.hh.ru/vacancy/50616584?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data Engineer;https://spb.hh.ru/vacancy/49873413?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data Engineer (Asia);https://spb.hh.ru/vacancy/49282827?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Junior-Middle C/C++ Developer (Remote);https://spb.hh.ru/vacancy/49400251?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
QA Automation Engineer (API, Python);https://spb.hh.ru/vacancy/50117416?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Инженер по тестированию;https://spb.hh.ru/vacancy/50571120?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;60000.0;120000.0;руб.
Младший операционный менеджер (со знанием Sql, Python);https://spb.hh.ru/vacancy/50718081?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;29000.0;38000.0;руб.
Разработчик в группу Intelligent Automation and Robotic Process Automation;https://spb.hh.ru/vacancy/45707921?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python-разработчик в новый продукт Контура;https://spb.hh.ru/vacancy/50643065?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;160000.0;;руб.
Программист Python;https://spb.hh.ru/vacancy/46252402?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;110000.0;110000.0;руб.
Преподаватель программирования для детей (удаленно);https://spb.hh.ru/vacancy/50596547?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;30000.0;60000.0;руб.
Аналитик данных, Отдел продуктовой аналитики / Сопровождение торговой площадки;https://spb.hh.ru/vacancy/50508008?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python developer;https://spb.hh.ru/vacancy/49980420?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;170000.0;240000.0;руб.
Python разработчик;https://spb.hh.ru/vacancy/50626093?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Full stack Python+React Developer (Remote);https://spb.hh.ru/vacancy/50726302?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;2000.0;3100.0;USD
Аналитик Python (senior);https://spb.hh.ru/vacancy/48877390?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data Engineer;https://spb.hh.ru/vacancy/50081770?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Преподаватель школы программирования для подростков;https://spb.hh.ru/vacancy/50408396?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Data-analyst;https://spb.hh.ru/vacancy/50703484?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Аналитик Python (senior);https://spb.hh.ru/vacancy/48877392?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python Developer (Technical Support);https://spb.hh.ru/vacancy/49948220?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Python разработчик (Django);https://spb.hh.ru/vacancy/50149075?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;150000.0;220000.0;руб.
Python Developer;https://spb.hh.ru/vacancy/46646797?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Разработчик компьютерного зрения (С/C++, Python);https://spb.hh.ru/vacancy/49843789?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Инфраструктурный разработчик (Разработчик Python / Go);https://spb.hh.ru/vacancy/50768384?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;;
Senior Back-end Engineer;https://spb.hh.ru/vacancy/50483329?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;350000.0;520000.0;руб.
DevOps Engineer;https://spb.hh.ru/vacancy/50729016?from=vacancy_search_list&query=Python&hhtmFrom=vacancy_search_list;;250000.0;руб.
